t_rel_s,phase,mv,ma,watt,temp_max_c
46.265,warmup,4968.0,1352.0,6.7167,60.97
46.365,warmup,4968.0,1344.0,6.6770,61.00
46.465,warmup,4968.0,1352.0,6.7167,61.03
46.565,warmup,4968.0,1352.0,6.7167,60.97
46.665,warmup,4968.0,1352.0,6.7167,60.97
46.765,warmup,4968.0,1344.0,6.6770,61.19
46.865,warmup,4968.0,1352.0,6.7167,61.22
46.965,warmup,4968.0,1360.0,6.7565,61.16
47.066,warmup,4968.0,1360.0,6.7565,61.06
47.166,warmup,4968.0,1352.0,6.7167,61.06
47.266,warmup,4968.0,1352.0,6.7167,61.03
47.366,warmup,4968.0,1360.0,6.7565,60.97
47.466,warmup,4968.0,1360.0,6.7565,60.94
47.566,warmup,4968.0,1360.0,6.7565,60.88
47.666,warmup,4968.0,1352.0,6.7167,61.22
47.767,warmup,4968.0,1360.0,6.7565,61.19
47.867,warmup,4968.0,1360.0,6.7565,61.16
47.967,warmup,4968.0,1352.0,6.7167,61.03
48.067,warmup,4968.0,1344.0,6.6770,61.06
48.167,warmup,4968.0,1352.0,6.7167,61.06
48.267,warmup,4968.0,1360.0,6.7565,61.16
48.368,warmup,4968.0,1352.0,6.7167,60.97
48.468,warmup,4968.0,1344.0,6.6770,60.97
48.568,warmup,4968.0,1352.0,6.7167,61.22
48.668,warmup,4968.0,1352.0,6.7167,61.19
48.768,warmup,4968.0,1344.0,6.6770,61.12
48.868,warmup,4968.0,1352.0,6.7167,61.19
48.968,warmup,4968.0,1352.0,6.7167,61.09
49.069,warmup,4968.0,1344.0,6.6770,61.00
49.169,warmup,4968.0,1344.0,6.6770,61.06
49.269,warmup,4968.0,1352.0,6.7167,61.03
49.369,warmup,4968.0,1344.0,6.6770,61.00
49.469,warmup,4968.0,1344.0,6.6770,61.12
49.569,warmup,4968.0,1344.0,6.6770,61.19
49.669,warmup,4968.0,1344.0,6.6770,61.19
49.770,warmup,4968.0,1336.0,6.6372,61.03
49.870,warmup,4968.0,1344.0,6.6770,61.16
49.970,warmup,4968.0,1352.0,6.7167,61.06
50.070,warmup,4968.0,1352.0,6.7167,61.06
50.170,warmup,4968.0,1352.0,6.7167,61.06
50.270,warmup,4968.0,1352.0,6.7167,61.03
50.370,warmup,4968.0,1360.0,6.7565,61.00
50.471,warmup,4968.0,1368.0,6.7962,61.28
