t_rel_s,phase,mv,ma,watt,temp_max_c
33.246,warmup,4984.0,968.0,4.8245,59.00
33.346,warmup,4984.0,968.0,4.8245,58.94
33.446,warmup,4984.0,968.0,4.8245,58.94
33.546,warmup,4984.0,968.0,4.8245,58.81
33.646,warmup,4984.0,968.0,4.8245,58.88
33.746,warmup,4984.0,968.0,4.8245,58.81
33.846,warmup,4984.0,968.0,4.8245,58.84
33.947,warmup,4984.0,968.0,4.8245,58.84
34.047,warmup,4984.0,968.0,4.8245,58.78
34.147,warmup,4984.0,968.0,4.8245,59.03
34.247,warmup,4984.0,968.0,4.8245,58.94
34.347,warmup,4984.0,968.0,4.8245,58.97
34.447,warmup,4984.0,968.0,4.8245,58.88
34.547,warmup,4984.0,968.0,4.8245,58.88
34.647,warmup,4984.0,968.0,4.8245,58.81
34.748,warmup,4984.0,968.0,4.8245,58.84
34.848,warmup,4984.0,968.0,4.8245,58.81
34.948,warmup,4984.0,968.0,4.8245,58.81
35.048,warmup,4984.0,968.0,4.8245,59.09
35.148,warmup,4984.0,968.0,4.8245,59.03
35.248,warmup,4984.0,968.0,4.8245,59.00
35.348,warmup,4984.0,968.0,4.8245,58.91
35.449,warmup,4984.0,968.0,4.8245,58.91
35.549,warmup,4984.0,968.0,4.8245,58.88
35.649,warmup,4984.0,968.0,4.8245,58.94
35.749,warmup,4984.0,968.0,4.8245,58.88
35.849,warmup,4984.0,968.0,4.8245,58.88
35.949,warmup,4984.0,968.0,4.8245,58.84
36.049,warmup,4984.0,968.0,4.8245,59.09
36.150,warmup,4984.0,968.0,4.8245,58.94
36.250,warmup,4984.0,968.0,4.8245,58.84
36.350,warmup,4984.0,968.0,4.8245,58.94
36.450,warmup,4984.0,968.0,4.8245,58.88
36.550,warmup,4984.0,968.0,4.8245,58.91
36.650,warmup,4984.0,968.0,4.8245,58.84
36.750,warmup,4984.0,968.0,4.8245,58.84
36.851,warmup,4984.0,968.0,4.8245,58.75
36.951,warmup,4984.0,968.0,4.8245,59.00
37.051,warmup,4984.0,968.0,4.8245,59.00
37.151,warmup,4984.0,968.0,4.8245,58.94
37.251,warmup,4984.0,968.0,4.8245,58.91
37.351,warmup,4984.0,968.0,4.8245,58.91
37.451,warmup,4984.0,968.0,4.8245,58.81
37.552,warmup,4984.0,968.0,4.8245,58.84
37.652,warmup,4984.0,968.0,4.8245,58.88
37.752,warmup,4984.0,968.0,4.8245,58.88
37.852,warmup,4984.0,968.0,4.8245,59.03
37.952,warmup,4984.0,968.0,4.8245,59.03
38.052,warmup,4984.0,968.0,4.8245,58.97
38.152,warmup,4984.0,968.0,4.8245,58.94
38.252,warmup,4984.0,968.0,4.8245,58.91
38.353,warmup,4984.0,968.0,4.8245,58.81
38.453,warmup,4984.0,968.0,4.8245,58.78
38.553,warmup,4984.0,968.0,4.8245,58.84
38.653,warmup,4984.0,968.0,4.8245,58.81
38.753,warmup,4984.0,968.0,4.8245,59.09
38.853,warmup,4984.0,968.0,4.8245,58.94
38.953,warmup,4984.0,968.0,4.8245,58.94
39.054,warmup,4984.0,968.0,4.8245,58.97
39.154,warmup,4984.0,968.0,4.8245,58.88
39.254,warmup,4984.0,968.0,4.8245,58.88
39.354,warmup,4984.0,968.0,4.8245,58.81
39.454,warmup,4984.0,968.0,4.8245,58.88
39.554,warmup,4984.0,968.0,4.8245,58.84
39.654,warmup,4984.0,968.0,4.8245,58.78
39.754,warmup,4984.0,968.0,4.8245,59.06
39.855,warmup,4984.0,968.0,4.8245,58.94
39.955,warmup,4984.0,968.0,4.8245,58.94
40.055,warmup,4984.0,968.0,4.8245,58.88
40.155,warmup,4984.0,968.0,4.8245,58.88
40.255,warmup,4984.0,968.0,4.8245,58.84
40.355,warmup,4984.0,968.0,4.8245,58.91
40.455,warmup,4984.0,968.0,4.8245,58.84
40.556,warmup,4984.0,968.0,4.8245,58.81
40.656,warmup,4984.0,968.0,4.8245,59.03
40.756,warmup,4984.0,968.0,4.8245,58.94
40.856,warmup,4984.0,968.0,4.8245,58.94
40.956,warmup,4984.0,968.0,4.8245,58.91
41.056,warmup,4984.0,968.0,4.8245,58.88
41.156,warmup,4984.0,968.0,4.8245,58.84
41.256,warmup,4984.0,968.0,4.8245,58.88
41.357,warmup,4984.0,968.0,4.8245,58.91
41.457,warmup,4984.0,968.0,4.8245,58.81
41.557,warmup,4984.0,968.0,4.8245,58.97
41.657,warmup,4984.0,968.0,4.8245,58.97
41.757,warmup,4984.0,968.0,4.8245,58.94
41.857,warmup,4984.0,968.0,4.8245,58.94
41.957,warmup,4984.0,968.0,4.8245,58.91
42.057,warmup,4984.0,968.0,4.8245,58.94
42.158,warmup,4984.0,968.0,4.8245,58.94
42.258,warmup,4984.0,968.0,4.8245,58.81
42.358,warmup,4984.0,968.0,4.8245,58.88
42.458,warmup,4984.0,968.0,4.8245,58.97
42.558,warmup,4984.0,968.0,4.8245,58.97
42.658,warmup,4984.0,968.0,4.8245,58.94
42.758,warmup,4984.0,968.0,4.8245,58.91
42.858,warmup,4984.0,968.0,4.8245,58.91
42.959,warmup,4984.0,968.0,4.8245,58.88
43.059,warmup,4984.0,968.0,4.8245,58.88
43.159,warmup,4984.0,968.0,4.8245,58.94
43.259,warmup,4984.0,968.0,4.8245,59.00
43.359,warmup,4984.0,968.0,4.8245,59.00
43.459,warmup,4984.0,968.0,4.8245,59.03
43.559,warmup,4984.0,968.0,4.8245,58.94
43.659,warmup,4984.0,968.0,4.8245,58.94
43.760,warmup,4984.0,968.0,4.8245,58.94
43.860,warmup,4984.0,968.0,4.8245,58.91
43.960,warmup,4984.0,968.0,4.8245,58.91
44.060,warmup,4984.0,968.0,4.8245,58.84
44.160,warmup,4984.0,968.0,4.8245,59.09
44.260,warmup,4984.0,968.0,4.8245,59.06
44.360,warmup,4984.0,968.0,4.8245,59.00
44.460,warmup,4984.0,968.0,4.8245,58.91
44.561,warmup,4984.0,968.0,4.8245,58.94
44.661,warmup,4984.0,968.0,4.8245,58.94
44.761,warmup,4984.0,968.0,4.8245,58.91
44.861,warmup,4984.0,968.0,4.8245,58.94
44.961,warmup,4984.0,968.0,4.8245,58.94
45.061,warmup,4984.0,968.0,4.8245,58.88
45.161,warmup,4984.0,968.0,4.8245,59.06
45.262,warmup,4984.0,968.0,4.8245,59.03
45.362,warmup,4984.0,968.0,4.8245,58.97
45.462,warmup,4984.0,968.0,4.8245,58.97
45.562,warmup,4984.0,968.0,4.8245,58.91
45.662,warmup,4984.0,968.0,4.8245,58.94
45.762,warmup,4984.0,968.0,4.8245,58.91
45.862,warmup,4984.0,968.0,4.8245,58.91
45.962,warmup,4984.0,968.0,4.8245,59.09
46.063,warmup,4984.0,968.0,4.8245,59.06
46.163,warmup,4984.0,968.0,4.8245,59.06
46.263,warmup,4984.0,968.0,4.8245,58.91
46.363,warmup,4984.0,968.0,4.8245,59.00
46.463,warmup,4984.0,968.0,4.8245,58.97
46.563,warmup,4984.0,968.0,4.8245,58.91
46.663,warmup,4984.0,968.0,4.8245,58.84
46.763,warmup,4984.0,968.0,4.8245,58.94
46.864,warmup,4984.0,968.0,4.8245,58.88
46.964,warmup,4984.0,968.0,4.8245,59.09
47.064,warmup,4984.0,968.0,4.8245,59.00
47.164,warmup,4984.0,968.0,4.8245,59.00
47.264,warmup,4984.0,968.0,4.8245,58.94
47.364,warmup,4984.0,968.0,4.8245,58.94
47.464,warmup,4984.0,968.0,4.8245,58.88
47.564,warmup,4984.0,968.0,4.8245,58.88
47.665,warmup,4984.0,968.0,4.8245,58.88
47.765,warmup,4984.0,968.0,4.8245,59.16
47.865,warmup,4984.0,968.0,4.8245,59.06
47.965,warmup,4984.0,968.0,4.8245,59.06
48.065,warmup,4984.0,968.0,4.8245,59.00
48.165,warmup,4984.0,968.0,4.8245,58.94
48.265,warmup,4984.0,968.0,4.8245,58.91
48.366,warmup,4984.0,968.0,4.8245,58.91
48.466,warmup,4984.0,968.0,4.8245,58.91
48.566,warmup,4984.0,968.0,4.8245,58.94
48.666,warmup,4984.0,968.0,4.8245,58.91
48.766,warmup,4984.0,968.0,4.8245,59.12
48.866,warmup,4984.0,968.0,4.8245,59.09
48.966,warmup,4984.0,968.0,4.8245,59.03
49.067,warmup,4984.0,968.0,4.8245,59.03
49.167,warmup,4984.0,968.0,4.8245,59.03
49.267,warmup,4984.0,968.0,4.8245,58.94
49.367,warmup,4984.0,968.0,4.8245,58.94
49.467,warmup,4984.0,968.0,4.8245,58.91
49.567,warmup,4984.0,968.0,4.8245,58.94
49.667,warmup,4984.0,968.0,4.8245,59.16
49.767,warmup,4984.0,968.0,4.8245,59.09
49.868,warmup,4984.0,968.0,4.8245,59.06
49.968,warmup,4984.0,968.0,4.8245,58.94
