t_rel_s,phase,mv,ma,watt,temp_max_c
43.763,warmup,4952.0,1680.0,8.3194,61.84
43.863,warmup,4952.0,1688.0,8.3590,61.84
43.963,warmup,4952.0,1680.0,8.3194,62.06
44.063,warmup,4952.0,1688.0,8.3590,61.97
44.164,warmup,4952.0,1680.0,8.3194,62.03
44.264,warmup,4952.0,1688.0,8.3590,61.94
44.364,warmup,4952.0,1680.0,8.3194,61.88
44.464,warmup,4952.0,1680.0,8.3194,62.03
44.564,warmup,4952.0,1680.0,8.3194,61.94
44.664,warmup,4952.0,1680.0,8.3194,61.84
44.764,warmup,4952.0,1680.0,8.3194,61.97
44.865,warmup,4952.0,1688.0,8.3590,62.06
44.965,warmup,4952.0,1680.0,8.3194,62.06
45.065,warmup,4952.0,1688.0,8.3590,62.06
45.165,warmup,4952.0,1680.0,8.3194,61.94
45.265,warmup,4952.0,1688.0,8.3590,62.00
45.365,warmup,4952.0,1680.0,8.3194,61.91
45.465,warmup,4952.0,1688.0,8.3590,61.88
45.566,warmup,4952.0,1680.0,8.3194,61.88
45.666,warmup,4952.0,1688.0,8.3590,61.94
45.766,warmup,4952.0,1680.0,8.3194,62.09
45.866,warmup,4952.0,1688.0,8.3590,62.09
45.966,warmup,4952.0,1672.0,8.2797,62.12
46.066,warmup,4952.0,1688.0,8.3590,62.00
46.166,warmup,4952.0,1680.0,8.3194,62.06
46.267,warmup,4952.0,1688.0,8.3590,62.09
46.367,warmup,4952.0,1672.0,8.2797,62.00
46.467,warmup,4952.0,1688.0,8.3590,62.22
46.567,warmup,4952.0,1680.0,8.3194,62.03
46.667,warmup,4952.0,1688.0,8.3590,61.88
46.767,warmup,4952.0,1672.0,8.2797,62.12
46.867,warmup,4952.0,1688.0,8.3590,62.12
46.968,warmup,4952.0,1672.0,8.2797,61.97
47.068,warmup,4952.0,1688.0,8.3590,62.09
47.168,warmup,4952.0,1672.0,8.2797,61.97
47.268,warmup,4952.0,1688.0,8.3590,62.03
47.368,warmup,4952.0,1672.0,8.2797,61.91
47.468,warmup,4952.0,1688.0,8.3590,62.00
47.568,warmup,4952.0,1672.0,8.2797,62.03
47.669,warmup,4952.0,1688.0,8.3590,62.19
47.769,warmup,4952.0,1672.0,8.2797,62.12
47.869,warmup,4952.0,1688.0,8.3590,62.31
47.969,warmup,4952.0,1672.0,8.2797,62.03
48.069,warmup,4952.0,1688.0,8.3590,62.06
48.169,warmup,4952.0,1672.0,8.2797,62.00
48.269,warmup,4952.0,1680.0,8.3194,62.19
48.370,warmup,4952.0,1672.0,8.2797,61.94
48.470,warmup,4952.0,1672.0,8.2797,61.97
48.570,warmup,4952.0,1680.0,8.3194,62.22
48.670,warmup,4952.0,1696.0,8.3986,62.22
48.770,warmup,4952.0,1680.0,8.3194,62.12
48.870,warmup,4952.0,1696.0,8.3986,62.16
48.970,warmup,4952.0,1672.0,8.2797,62.09
49.071,warmup,4952.0,1696.0,8.3986,62.16
49.171,warmup,4952.0,1672.0,8.2797,61.97
49.271,warmup,4952.0,1688.0,8.3590,62.06
49.371,warmup,4952.0,1672.0,8.2797,62.06
49.471,warmup,4952.0,1688.0,8.3590,62.12
49.571,warmup,4952.0,1672.0,8.2797,62.25
49.672,warmup,4952.0,1696.0,8.3986,62.22
49.772,warmup,4952.0,1672.0,8.2797,62.09
49.872,warmup,4952.0,1696.0,8.3986,62.09
49.972,warmup,4952.0,1672.0,8.2797,62.12
50.072,warmup,4952.0,1688.0,8.3590,62.06
50.172,warmup,4952.0,1672.0,8.2797,62.12
50.272,warmup,4952.0,1696.0,8.3986,62.44
50.373,warmup,4952.0,1672.0,8.2797,61.97
50.473,warmup,4952.0,1688.0,8.3590,62.25
50.573,warmup,4952.0,1664.0,8.2401,62.25
